nodenumber,x,y,p,pressure-coefficient,dynamic-pressure,absolute-pressure,total-pressure,velocity-magnitude,u,v
     19438, 1.396157663E+01, 2.599123671E+00,-1.477595894E-02,-1.072178426E-04, 1.372039711E+02, 1.013249852E+05, 1.371891952E+02, 1.496684610E+01, 1.496684589E+01,-2.456178472E-03
     19439, 1.465309690E+01, 2.599535845E+00,-4.747917555E-03,-3.445200947E-05, 1.371938357E+02, 1.013249953E+05, 1.371890878E+02, 1.496629327E+01, 1.496629309E+01,-2.342338100E-03
     19440,-3.613719932E+00, 2.599585451E+00,-7.314693204E-01,-5.307713890E-03, 1.379219047E+02, 1.013242685E+05, 1.371904354E+02, 1.500595280E+01, 1.500593793E+01, 2.106748749E-02
     19441,-4.307467629E+00, 2.599929686E+00,-6.490397512E-01,-4.709585496E-03, 1.378391622E+02, 1.013243510E+05, 1.371901224E+02, 1.500145093E+01, 1.500144732E+01, 1.033136250E-02
     19442,-4.653727107E+00, 2.599949858E+00,-6.295576368E-01,-4.568218680E-03, 1.378196337E+02, 1.013243704E+05, 1.371900761E+02, 1.500038822E+01, 1.500038729E+01, 5.144226402E-03
     19443,-3.960953664E+00, 2.599999697E+00,-6.825013432E-01,-4.952390699E-03, 1.378726787E+02, 1.013243175E+05, 1.371901774E+02, 1.500327467E+01, 1.500326647E+01, 1.562586528E-02
     19444,-5.000000000E+00, 2.600000000E+00,-6.224917369E-01,-4.516946844E-03, 1.378128237E+02, 1.013243775E+05, 1.371903319E+02, 1.500000000E+01, 1.500000000E+01, 0.000000000E+00
     19445, 1.500000000E+01, 2.600000000E+00, 0.000000000E+00,-6.469035622E-06, 1.371891159E+02, 1.013250000E+05, 1.371882244E+02, 1.496603581E+01, 1.496603563E+01,-2.325600270E-03
     19446, 1.361748582E+01, 2.601350584E+00,-2.001169462E-02,-1.452095755E-04, 1.372085619E+02, 1.013249800E+05, 1.371885502E+02, 1.496709649E+01, 1.496709627E+01,-2.555251635E-03
     19447, 1.327553414E+01, 2.605632887E+00,-2.546285471E-02,-1.847644786E-04, 1.372127413E+02, 1.013249745E+05, 1.371872784E+02, 1.496732443E+01, 1.496732419E+01,-2.682994325E-03
     19448, 1.293587552E+01, 2.620743246E+00,-3.126301853E-02,-2.268518351E-04, 1.372143139E+02, 1.013249687E+05, 1.371830509E+02, 1.496741021E+01, 1.496740994E+01,-2.831246791E-03
     19449, 1.254235729E+01, 2.670962405E+00,-3.898294094E-02,-2.828694127E-04, 1.372087452E+02, 1.013249610E+05, 1.371697623E+02, 1.496710646E+01, 1.496710616E+01,-3.003553122E-03
     19450,-3.094393845E+00, 2.695627813E+00,-8.673499491E-01,-6.293695775E-03, 1.380331538E+02, 1.013241327E+05, 1.371658039E+02, 1.501200352E+01, 1.501197708E+01, 2.812594471E-02
     19451, 1.413382899E+01, 2.698064766E+00,-1.260075868E-02,-9.143407660E-05, 1.371751109E+02, 1.013249874E+05, 1.371625102E+02, 1.496527191E+01, 1.496527173E+01,-2.336775803E-03
     19452, 1.447950467E+01, 2.698864492E+00,-7.451714982E-03,-5.407140123E-05, 1.371697661E+02, 1.013249925E+05, 1.371623144E+02, 1.496498036E+01, 1.496498019E+01,-2.281236055E-03
     19453,-3.439306102E+00, 2.699047919E+00,-7.912894956E-01,-5.741783188E-03, 1.379553447E+02, 1.013242087E+05, 1.371640552E+02, 1.500777182E+01, 1.500775442E+01, 2.280435857E-02
     19454, 1.378971644E+01, 2.699076017E+00,-1.788667591E-02,-1.297899385E-04, 1.371801265E+02, 1.013249821E+05, 1.371622398E+02, 1.496554550E+01, 1.496554531E+01,-2.418687926E-03
     19455, 1.482640528E+01, 2.699711905E+00,-2.374423467E-03,-1.722937663E-05, 1.371643424E+02, 1.013249976E+05, 1.371619680E+02, 1.496468450E+01, 1.496468433E+01,-2.253208777E-03
     19456,-4.480595720E+00, 2.699816083E+00,-6.645708384E-01,-4.822282728E-03, 1.378280234E+02, 1.013243354E+05, 1.371634526E+02, 1.500084479E+01, 1.500084291E+01, 7.417537167E-03
     19457,-4.134319281E+00, 2.699883444E+00,-6.913777377E-01,-5.016799911E-03, 1.378548661E+02, 1.013243086E+05, 1.371634884E+02, 1.500230546E+01, 1.500230025E+01, 1.243390882E-02
     19458,-4.826853355E+00, 2.699945300E+00,-6.514449282E-01,-4.727038028E-03, 1.378148478E+02, 1.013243486E+05, 1.371634029E+02, 1.500012777E+01, 1.500012751E+01, 2.556606455E-03
     19459,-3.787355493E+00, 2.700192618E+00,-7.330687383E-01,-5.319319643E-03, 1.378965562E+02, 1.013242669E+05, 1.371634875E+02, 1.500457378E+01, 1.500456345E+01, 1.755151400E-02
     19460, 1.344653411E+01, 2.702303445E+00,-2.340101214E-02,-1.698032627E-04, 1.371848111E+02, 1.013249766E+05, 1.371614101E+02, 1.496580103E+01, 1.496580082E+01,-2.528567264E-03
     19461, 1.229811124E+01, 2.704531590E+00,-4.422208056E-02,-3.208858454E-04, 1.372047329E+02, 1.013249558E+05, 1.371605108E+02, 1.496688765E+01, 1.496688732E+01,-3.126613389E-03
     19462, 1.310999525E+01, 2.707031301E+00,-2.907658731E-02,-2.109865746E-04, 1.371892123E+02, 1.013249709E+05, 1.371601357E+02, 1.496604110E+01, 1.496604086E+01,-2.665163945E-03
     19463,-2.718794594E+00, 2.719678971E+00,-9.814661381E-01,-7.121749755E-03, 1.381401839E+02, 1.013240185E+05, 1.371587178E+02, 1.501782245E+01, 1.501778506E+01, 3.344648889E-02
     19464, 1.209036939E+01, 2.725028605E+00,-4.877603223E-02,-3.539303926E-04, 1.372040989E+02, 1.013249512E+05, 1.371553228E+02, 1.496685307E+01, 1.496685272E+01,-3.256118237E-03
     19465, 1.189205302E+01, 2.736062895E+00,-5.327429311E-02,-3.865708343E-04, 1.372059026E+02, 1.013249467E+05, 1.371526283E+02, 1.496695146E+01, 1.496695107E+01,-3.400373118E-03
     19466, 1.169515949E+01, 2.741198768E+00,-5.789289571E-02,-4.200845040E-04, 1.372092742E+02, 1.013249421E+05, 1.371513813E+02, 1.496713534E+01, 1.496713492E+01,-3.563743267E-03
     19467,-2.489246354E+00, 2.742687058E+00,-1.069000861E+00,-7.756922346E-03, 1.382210537E+02, 1.013239310E+05, 1.371520529E+02, 1.502221766E+01, 1.502217388E+01, 3.621075980E-02
     19468, 1.149750081E+01, 2.743608041E+00,-6.272127433E-02,-4.551203579E-04, 1.372135214E+02, 1.013249373E+05, 1.371508001E+02, 1.496736699E+01, 1.496736652E+01,-3.744577480E-03
     19469, 1.277362830E+01, 2.744804593E+00,-3.537777853E-02,-2.567095041E-04, 1.371860194E+02, 1.013249646E+05, 1.371506417E+02, 1.496586694E+01, 1.496586668E+01,-2.798925130E-03
     19470, 1.129889862E+01, 2.744926157E+00,-6.780414636E-02,-4.920028760E-04, 1.372182899E+02, 1.013249322E+05, 1.371504858E+02, 1.496762707E+01, 1.496762655E+01,-3.942755368E-03
     19471, 1.109970110E+01, 2.745846766E+00,-7.316921347E-02,-5.309330683E-04, 1.372234388E+02, 1.013249268E+05, 1.371502696E+02, 1.496790788E+01, 1.496790730E+01,-4.158248272E-03
     19472, 1.090007557E+01, 2.746530656E+00,-7.883937455E-02,-5.720770942E-04, 1.372289523E+02, 1.013249212E+05, 1.371501129E+02, 1.496820858E+01, 1.496820793E+01,-4.391744778E-03
     19473, 1.070020644E+01, 2.747072548E+00,-8.483513944E-02,-6.155837783E-04, 1.372348275E+02, 1.013249152E+05, 1.371499923E+02, 1.496852899E+01, 1.496852827E+01,-4.644012770E-03
     19474, 1.050019357E+01, 2.747494273E+00,-9.117919638E-02,-6.616177515E-04, 1.372410818E+02, 1.013249088E+05, 1.371499026E+02, 1.496887008E+01, 1.496886927E+01,-4.916064971E-03
     19475, 1.030013862E+01, 2.747834534E+00,-9.789569216E-02,-7.103542289E-04, 1.372477300E+02, 1.013249021E+05, 1.371498343E+02, 1.496923263E+01, 1.496923172E+01,-5.208939939E-03
     19476, 1.010007401E+01, 2.748105668E+00,-1.050117457E-01,-7.619899917E-04, 1.372547961E+02, 1.013248950E+05, 1.371497843E+02, 1.496961797E+01, 1.496961695E+01,-5.523883771E-03
     19477, 9.900009672E+00, 2.748317253E+00,-1.125567047E-01,-8.167379933E-04, 1.372623071E+02, 1.013248874E+05, 1.371497504E+02, 1.497002755E+01, 1.497002640E+01,-5.862258378E-03
     19478, 9.699945811E+00, 2.748475493E+00,-1.205618177E-01,-8.748249813E-04, 1.372702928E+02, 1.013248794E+05, 1.371497310E+02, 1.497046301E+01, 1.497046172E+01,-6.225558088E-03
     19479, 9.499883034E+00, 2.748591608E+00,-1.290604643E-01,-9.364931647E-04, 1.372787838E+02, 1.013248709E+05, 1.371497233E+02, 1.497092601E+01, 1.497092455E+01,-6.615395257E-03
     19480, 9.299818764E+00, 2.748682243E+00,-1.380886765E-01,-1.002004002E-03, 1.372878121E+02, 1.013248619E+05, 1.371497235E+02, 1.497141830E+01, 1.497141664E+01,-7.033515599E-03
     19481, 9.099746325E+00, 2.748767971E+00,-1.476859421E-01,-1.071644024E-03, 1.372974121E+02, 1.013248523E+05, 1.371497262E+02, 1.497194174E+01, 1.497193986E+01,-7.481811313E-03
     19482, 8.899648559E+00, 2.748887730E+00,-1.578966680E-01,-1.145735459E-03, 1.373076186E+02, 1.013248421E+05, 1.371497219E+02, 1.497249822E+01, 1.497249610E+01,-7.962297516E-03
     19483, 8.699513259E+00, 2.749049423E+00,-1.687676566E-01,-1.224617917E-03, 1.373184764E+02, 1.013248312E+05, 1.371497087E+02, 1.497309019E+01, 1.497308779E+01,-8.477216797E-03
     19484, 8.499325121E+00, 2.749277709E+00,-1.803515881E-01,-1.308673655E-03, 1.373300321E+02, 1.013248196E+05, 1.371496805E+02, 1.497372020E+01, 1.497371747E+01,-9.028919276E-03
     19485, 8.299098872E+00, 2.749557511E+00,-1.927013602E-01,-1.398286514E-03, 1.373423428E+02, 1.013248073E+05, 1.371496414E+02, 1.497439133E+01, 1.497438823E+01,-9.619952579E-03
     19486, 2.702639036E+00, 2.749607513E+00,-1.415089022E+00,-1.026821966E-02, 1.385673379E+02, 1.013235849E+05, 1.371522489E+02, 1.504102327E+01, 1.504094387E+01,-4.880477671E-02
     19487, 8.098809979E+00, 2.749947664E+00,-2.058831752E-01,-1.493936872E-03, 1.373554598E+02, 1.013247941E+05, 1.371495766E+02, 1.497510638E+01, 1.497510287E+01,-1.025288681E-02
     19488, 7.898447917E+00, 2.750489975E+00,-2.199661740E-01,-1.596126433E-03, 1.373694421E+02, 1.013247800E+05, 1.371494759E+02, 1.497586857E+01, 1.497586458E+01,-1.093039891E-02
     19489, 7.698000145E+00, 2.751241894E+00,-2.350303985E-01,-1.705435998E-03, 1.373843552E+02, 1.013247650E+05, 1.371493248E+02, 1.497668145E+01, 1.497667691E+01,-1.165524097E-02
     19490, 2.906679721E+00, 2.751439229E+00,-1.302496380E+00,-9.451220899E-03, 1.384542799E+02, 1.013236975E+05, 1.371517835E+02, 1.503488603E+01, 1.503481053E+01,-4.758480844E-02
     19491, 4.304179396E+00, 2.752144815E+00,-7.543091716E-01,-5.473445236E-03, 1.379046586E+02, 1.013242457E+05, 1.371503494E+02, 1.500501454E+01, 1.500497519E+01,-3.433250531E-02
     19492, 7.497409991E+00, 2.752325673E+00,-2.511722731E-01,-1.822565247E-03, 1.374002642E+02, 1.013247488E+05, 1.371490920E+02, 1.497754857E+01, 1.497754341E+01,-1.243012054E-02
     19493, 4.505731264E+00, 2.752412878E+00,-7.001004554E-01,-5.080094007E-03, 1.378502995E+02, 1.013242999E+05, 1.371501990E+02, 1.500205693E+01, 1.500202198E+01,-3.235271281E-02
     19494,-2.288821638E+00, 2.752431161E+00,-1.149694658E+00,-8.342455569E-03, 1.383006765E+02, 1.013238503E+05, 1.371509819E+02, 1.502654383E+01, 1.502649373E+01, 3.874216927E-02
     19495, 2.498895060E+00, 2.752804200E+00,-1.535651102E+00,-1.114304655E-02, 1.386871075E+02, 1.013234643E+05, 1.371514564E+02, 1.504752213E+01, 1.504744106E+01,-4.931893631E-02
     19496, 4.102860918E+00, 2.752811768E+00,-8.136467329E-01,-5.904012575E-03, 1.379639239E+02, 1.013241864E+05, 1.371502771E+02, 1.500823843E+01, 1.500819434E+01,-3.634294677E-02
     19497, 7.017028211E-01, 2.753443783E+00,-2.562141412E+00,-1.859150231E-02, 1.397148237E+02, 1.013224379E+05, 1.371526823E+02, 1.510317222E+01, 1.510316753E+01,-1.129348003E-02
     19498, 9.034280267E-01, 2.753581527E+00,-2.506605334E+00,-1.818851943E-02, 1.396592172E+02, 1.013224934E+05, 1.371526119E+02, 1.510016642E+01, 1.510015268E+01,-2.001133691E-02
     19499, 4.707081108E+00, 2.753697862E+00,-6.507444998E-01,-4.721955554E-03, 1.378005222E+02, 1.013243493E+05, 1.371497777E+02, 1.499934809E+01, 1.499931717E+01,-3.042958490E-02
     19500, 7.296789430E+00, 2.753706993E+00,-2.684709414E-01,-1.948088464E-03, 1.374172580E+02, 1.013247315E+05, 1.371487871E+02, 1.497847476E+01, 1.497846889E+01,-1.325777048E-02
     19501, 5.004775021E-01, 2.753932993E+00,-2.584782322E+00,-1.875579009E-02, 1.397373614E+02, 1.013224152E+05, 1.371525791E+02, 1.510439033E+01, 1.510438970E+01,-2.111436678E-03
     19502, 3.902137862E+00, 2.754198263E+00,-8.785132864E-01,-6.374699584E-03, 1.380285572E+02, 1.013241215E+05, 1.371500439E+02, 1.501175353E+01, 1.501170441E+01,-3.836647283E-02
     19503, 2.996849225E-01, 2.754567736E+00,-2.572456876E+00,-1.866635375E-02, 1.397248224E+02, 1.013224275E+05, 1.371523655E+02, 1.510371264E+01, 1.510371048E+01, 7.133825408E-03
     19504, 1.105120289E+00, 2.755094972E+00,-2.420635198E+00,-1.756469985E-02, 1.395727822E+02, 1.013225794E+05, 1.371521470E+02, 1.509549300E+01, 1.509546697E+01,-2.779512413E-02
     19505, 9.916624332E-02, 2.755304512E+00,-2.526358927E+00,-1.833185616E-02, 1.396784830E+02, 1.013224736E+05, 1.371521241E+02, 1.510120791E+01, 1.510119899E+01, 1.597921156E-02
     19506, 7.096243492E+00, 2.755391872E+00,-2.870203110E-01,-2.082687064E-03, 1.374354280E+02, 1.013247130E+05, 1.371484077E+02, 1.497946500E+01, 1.497945831E+01,-1.414075538E-02
     19507,-2.091629960E+00, 2.755418389E+00,-1.238978859E+00,-8.990322789E-03, 1.383897125E+02, 1.013237610E+05, 1.371507337E+02, 1.503137996E+01, 1.503132356E+01, 4.111467110E-02
     19508, 3.107929545E+00, 2.755606093E+00,-1.201486621E+00,-8.718270263E-03, 1.383519001E+02, 1.013237985E+05, 1.371504135E+02, 1.502932628E+01, 1.502925585E+01,-4.595839661E-02
     19509, 4.907573696E+00, 2.755828509E+00,-6.057834459E-01,-4.395707544E-03, 1.377549072E+02, 1.013243942E+05, 1.371491237E+02, 1.499686533E+01, 1.499683804E+01,-2.858677347E-02
     19510,-1.011473595E-01, 2.755979454E+00,-2.449843921E+00,-1.777664523E-02, 1.396017075E+02, 1.013225502E+05, 1.371518636E+02, 1.509705713E+01, 1.509703755E+01, 2.403467745E-02
     19511, 3.702426996E+00, 2.756248386E+00,-9.494881986E-01,-6.889710284E-03, 1.380990982E+02, 1.013240505E+05, 1.371496100E+02, 1.501558899E+01, 1.501553464E+01,-4.036044876E-02
     19512,-3.015049655E-01, 2.756358294E+00,-2.348621307E+00,-1.704215008E-02, 1.395002577E+02, 1.013226514E+05, 1.371516364E+02, 1.509157060E+01, 1.509153836E+01, 3.098872911E-02
     19513,-5.021744611E-01, 2.756732809E+00,-2.228567821E+00,-1.617101367E-02, 1.393799585E+02, 1.013227714E+05, 1.371513907E+02, 1.508506209E+01, 1.508501709E+01, 3.668168783E-02
     19514, 6.895944339E+00, 2.757306965E+00,-3.069017554E-01,-2.226951513E-03, 1.374548756E+02, 1.013246931E+05, 1.371479738E+02, 1.498052478E+01, 1.498051718E+01,-1.508159203E-02
     19515,-1.893471258E+00, 2.757389617E+00,-1.337806543E+00,-9.707439770E-03, 1.384881539E+02, 1.013236622E+05, 1.371503474E+02, 1.503672515E+01, 1.503666305E+01, 4.314581494E-02
     19516, 2.298105471E+00, 2.757672006E+00,-1.661178167E+00,-1.205390053E-02, 1.388116558E+02, 1.013233388E+05, 1.371504776E+02, 1.505427730E+01, 1.505419685E+01,-4.913578098E-02
     19517, 1.305908856E+00, 2.757693629E+00,-2.312334820E+00,-1.677884677E-02, 1.394638463E+02, 1.013226877E+05, 1.371515114E+02, 1.508960094E+01, 1.508956149E+01,-3.432704415E-02
     19518,-7.028285766E-01, 2.757948223E+00,-2.095517832E+00,-1.520557157E-02, 1.392465825E+02, 1.013229045E+05, 1.371510646E+02, 1.507784280E+01, 1.507778684E+01, 4.094534648E-02
     19519, 5.106956447E+00, 2.758148474E+00,-5.647087667E-01,-4.097659985E-03, 1.377131265E+02, 1.013244353E+05, 1.371484177E+02, 1.499459091E+01, 1.499456685E+01,-2.683891761E-02
     19520, 3.503931610E+00, 2.758150993E+00,-1.026593184E+00,-7.449202241E-03, 1.381758673E+02, 1.013239734E+05, 1.371492741E+02, 1.501976196E+01, 1.501970230E+01,-4.229215631E-02
     19521, 3.306334302E+00, 2.758178333E+00,-1.110104211E+00,-8.055177945E-03, 1.382595892E+02, 1.013238899E+05, 1.371494849E+02, 1.502431155E+01, 1.502424649E+01,-4.416736930E-02
     19522, 6.696124152E+00, 2.759222005E+00,-3.281827016E-01,-2.381371077E-03, 1.374757272E+02, 1.013246718E+05, 1.371475445E+02, 1.498166100E+01, 1.498165235E+01,-1.608327037E-02
     19523,-1.695133978E+00, 2.759390773E+00,-1.446259497E+00,-1.049439998E-02, 1.385961757E+02, 1.013235537E+05, 1.371499162E+02, 1.504258834E+01, 1.504252162E+01, 4.472951544E-02
     19524,-9.026695984E-01, 2.759900081E+00,-1.958119910E+00,-1.420857985E-02, 1.391085677E+02, 1.013230419E+05, 1.371504477E+02, 1.507036879E+01, 1.507030488E+01, 4.377513020E-02
     19525, 5.305716047E+00, 2.760045566E+00,-5.268670668E-01,-3.823071686E-03, 1.376747115E+02, 1.013244731E+05, 1.371478444E+02, 1.499249940E+01, 1.499247820E+01,-2.519042935E-02
     19526, 1.505397673E+00, 2.760120673E+00,-2.190131575E+00,-1.589211121E-02, 1.393408796E+02, 1.013228099E+05, 1.371507480E+02, 1.508294722E+01, 1.508289491E+01,-3.957967064E-02
     19527, 2.099637275E+00, 2.760710779E+00,-1.791530366E+00,-1.299976683E-02, 1.389415473E+02, 1.013232085E+05, 1.371500169E+02, 1.506131904E+01, 1.506124152E+01,-4.823346256E-02
     19528,-1.497124202E+00, 2.760983587E+00,-1.563823052E+00,-1.134746886E-02, 1.387134745E+02, 1.013234362E+05, 1.371496514E+02, 1.504895248E+01, 1.504888273E+01, 4.573777398E-02
     19529, 6.496760150E+00, 2.761053303E+00,-3.509728760E-01,-2.546741957E-03, 1.374981137E+02, 1.013246490E+05, 1.371471408E+02, 1.498288075E+01, 1.498287092E+01,-1.714939142E-02
     19530,-1.101345076E+00, 2.761443831E+00,-1.821804022E+00,-1.321943961E-02, 1.389716674E+02, 1.013231782E+05, 1.371498634E+02, 1.506295147E+01, 1.506288272E+01, 4.540932495E-02
     19531, 5.504273812E+00, 2.761527687E+00,-4.918723521E-01,-3.569141784E-03, 1.376392641E+02, 1.013245081E+05, 1.371473918E+02, 1.499056921E+01, 1.499055055E+01,-2.363265471E-02
     19532, 1.703884901E+00, 2.761530116E+00,-2.059776736E+00,-1.494622575E-02, 1.392100006E+02, 1.013229402E+05, 1.371502239E+02, 1.507586213E+01, 1.507579873E+01,-4.359805776E-02
     19533,-1.299311833E+00, 2.761784118E+00,-1.689680271E+00,-1.226071852E-02, 1.388392746E+02, 1.013233103E+05, 1.371495944E+02, 1.505577488E+01, 1.505570430E+01, 4.601377530E-02
     19534, 1.901841894E+00, 2.761800371E+00,-1.925511177E+00,-1.397196319E-02, 1.390754598E+02, 1.013230745E+05, 1.371499486E+02, 1.506857532E+01, 1.506850340E+01,-4.645042928E-02
     19535, 6.297869861E+00, 2.762537576E+00,-3.753682720E-01,-2.723760704E-03, 1.375221984E+02, 1.013246246E+05, 1.371468301E+02, 1.498419292E+01, 1.498418175E+01,-1.828457312E-02
     19536, 5.702831133E+00, 2.762691330E+00,-4.594820041E-01,-3.334109780E-03, 1.376065023E+02, 1.013245405E+05, 1.371470203E+02, 1.498878503E+01, 1.498876861E+01,-2.216413695E-02
     19537, 6.099383516E+00, 2.763436390E+00,-4.014838230E-01,-2.913261300E-03, 1.375481560E+02, 1.013245985E+05, 1.371466722E+02, 1.498560700E+01, 1.498559430E+01,-1.949429268E-02
     19538, 5.901161935E+00, 2.763451428E+00,-4.294351779E-01,-3.116082924E-03, 1.375761828E+02, 1.013245706E+05, 1.371467476E+02, 1.498713366E+01, 1.498711922E+01,-2.078554701E-02
     19539,-3.264814373E+00, 2.796575843E+00,-8.541618571E-01,-6.197999870E-03, 1.379935787E+02, 1.013241458E+05, 1.371394168E+02, 1.500985135E+01, 1.500983166E+01, 2.426384975E-02
     19540, 1.396165560E+01, 2.797031662E+00,-1.564738954E-02,-1.135411486E-04, 1.371525976E+02, 1.013249844E+05, 1.371369502E+02, 1.496404381E+01, 1.496404364E+01,-2.290527131E-03
     19541, 1.430601604E+01, 2.797655394E+00,-1.030609782E-02,-7.478347627E-05, 1.371471115E+02, 1.013249897E+05, 1.371368054E+02, 1.496374453E+01, 1.496374436E+01,-2.223892074E-03
     19542,-2.929681668E+00, 2.797860068E+00,-9.390772492E-01,-6.814165981E-03, 1.380790714E+02, 1.013240609E+05, 1.371399942E+02, 1.501450023E+01, 1.501447183E+01, 2.915023241E-02
     19543, 1.465253939E+01, 2.799094392E+00,-5.039136643E-03,-3.656516385E-05, 1.371414897E+02, 1.013249950E+05, 1.371364506E+02, 1.496343783E+01, 1.496343767E+01,-2.183252075E-03
     19544,-4.307504974E+00, 2.799589422E+00,-7.021629957E-01,-5.095060287E-03, 1.378401006E+02, 1.013242978E+05, 1.371379376E+02, 1.500150199E+01, 1.500149894E+01, 9.492187093E-03
     19545, 1.361842944E+01, 2.799750190E+00,-2.119258395E-02,-1.537783870E-04, 1.371574927E+02, 1.013249788E+05, 1.371363001E+02, 1.496431085E+01, 1.496431066E+01,-2.381247869E-03
     19546,-4.653676441E+00, 2.799757121E+00,-6.820377294E-01,-4.949026608E-03, 1.378199007E+02, 1.013243180E+05, 1.371378630E+02, 1.500040275E+01, 1.500040197E+01, 4.733121513E-03
     19547,-5.000000000E+00, 2.800000000E+00,-6.747470915E-01,-4.896124020E-03, 1.378128392E+02, 1.013243253E+05, 1.371380921E+02, 1.500000000E+01, 1.500000000E+01, 0.000000000E+00
     19548, 1.500000000E+01, 2.800000000E+00, 0.000000000E+00,-6.873963826E-06, 1.371364269E+02, 1.013250000E+05, 1.371354795E+02, 1.496316161E+01, 1.496316145E+01,-2.167582620E-03
     19549,-3.961124768E+00, 2.800016772E+00,-7.367161559E-01,-5.345786165E-03, 1.378746029E+02, 1.013242633E+05, 1.371378867E+02, 1.500337936E+01, 1.500337247E+01, 1.432157225E-02
     19550,-3.613060135E+00, 2.800680955E+00,-7.871490332E-01,-5.711739017E-03, 1.379249483E+02, 1.013242129E+05, 1.371377993E+02, 1.500611837E+01, 1.500610597E+01, 1.924068272E-02
     19551, 1.327688097E+01, 2.801699482E+00,-2.697425315E-02,-1.957315421E-04, 1.371628857E+02, 1.013249730E+05, 1.371359115E+02, 1.496460505E+01, 1.496460484E+01,-2.502646100E-03
     19552, 1.295636842E+01, 2.809943021E+00,-3.270102115E-02,-2.372863213E-04, 1.371666736E+02, 1.013249673E+05, 1.371339726E+02, 1.496481168E+01, 1.496481145E+01,-2.638427206E-03
