nodenumber,x,y,p,pressure-coefficient,dynamic-pressure,absolute-pressure,total-pressure,velocity-magnitude,u,v
      9378, 9.127321722E-01,-1.052874238E-02, 1.114939797E+01, 8.090266099E-02, 5.118533284E+01, 1.013361494E+05, 6.233473081E+01, 9.140436436E+00, 9.121026424E+00, 5.953586569E-01
      9379, 8.996121704E-01,-1.051898101E-02, 1.018015818E+01, 7.386962853E-02, 4.580945513E+01, 1.013351802E+05, 5.598961331E+01, 8.646686146E+00, 8.627651504E+00, 5.734180630E-01
      9380, 8.797673439E-01,-1.051742903E-02, 8.734137084E+00, 6.337695843E-02, 3.121743019E+01, 1.013337341E+05, 3.995156728E+01, 7.133190160E+00, 7.116820273E+00, 4.829807902E-01
      9381, 9.383678238E-01,-1.051260841E-02, 1.318107909E+01, 9.564501833E-02, 5.793286333E+01, 1.013381811E+05, 7.111394242E+01, 9.724542412E+00, 9.705140177E+00, 6.139803571E-01
      9382, 9.207236839E-01,-1.050736880E-02, 1.175184466E+01, 8.527415629E-02, 5.357579965E+01, 1.013367518E+05, 6.532764431E+01, 9.351568427E+00, 9.332066446E+00, 6.036257705E-01
      9383, 9.718344907E-01,-1.048651160E-02, 1.676126593E+01, 1.216236983E-01, 6.273489834E+01, 1.013417613E+05, 7.949616427E+01, 1.011954091E+01, 1.010160570E+01, 6.022004084E-01
      9384, 3.480900365E-03,-1.048090440E-02, 5.303720862E+01, 3.848504934E-01, 8.455714205E+01, 1.013780372E+05, 1.375943507E+02, 1.173214687E+01, 8.194774418E+00,-8.383959669E+00
      9385, 8.849946590E-01,-1.045192806E-02, 9.111633986E+00, 6.611616498E-02, 3.560154939E+01, 1.013341116E+05, 4.471318338E+01, 7.620421113E+00, 7.603051095E+00, 5.142286747E-01
      9386, 8.949104806E-01,-1.044979814E-02, 9.837767152E+00, 7.138515847E-02, 4.270757225E+01, 1.013348378E+05, 5.254533941E+01, 8.348402088E+00, 8.329761574E+00, 5.575730808E-01
      9387, 8.900401397E-01,-1.042843364E-02, 9.481668606E+00, 6.880122345E-02, 3.935087489E+01, 1.013344817E+05, 4.883254349E+01, 8.012935870E+00, 7.994835080E+00, 5.382862391E-01
      9388, 9.607663468E-01,-1.042335065E-02, 1.542940435E+01, 1.119593967E-01, 6.124314124E+01, 1.013404294E+05, 7.667254559E+01, 9.998536747E+00, 9.979751654E+00, 6.125989176E-01
      9389, 9.858761545E-01,-1.042092073E-02, 1.871643013E+01, 1.358108308E-01, 6.360154223E+01, 1.013437164E+05, 8.231797236E+01, 1.018849920E+01, 1.017192723E+01, 5.808236621E-01
      9390, 1.000236899E+00,-1.039604719E-02, 2.209096331E+01, 1.602972395E-01, 6.313805862E+01, 1.013470910E+05, 8.522902193E+01, 1.015141655E+01, 1.013695291E+01, 5.413369126E-01
      9391, 9.503641745E-01,-1.038317049E-02, 1.430803787E+01, 1.038224970E-01, 5.955799527E+01, 1.013393080E+05, 7.386603315E+01, 9.860018868E+00, 9.840780557E+00, 6.156289936E-01
      9392, 8.743347277E-01,-1.038067889E-02, 8.351842253E+00, 6.060293698E-02, 1.822055283E+01, 1.013333518E+05, 2.657239509E+01, 5.416246280E+00, 5.403688695E+00, 3.686081996E-01
      9393,-3.173973084E-01,-1.037824263E-02, 1.106253019E+01, 8.027232794E-02, 1.270506774E+02, 1.013360625E+05, 1.381132075E+02, 1.440234956E+01, 1.439944892E+01, 2.853801882E-01
      9394, 9.738087195E-01,-1.034791310E-02, 1.702063531E+01, 1.235057437E-01, 6.237537488E+01, 1.013420206E+05, 7.939601019E+01, 1.009049585E+01, 1.007274453E+01, 5.982452863E-01
      9395, 8.687106862E-01,-1.034516301E-02, 7.965206082E+00, 5.779741374E-02, 2.732727951E+00, 1.013329652E+05, 1.069793403E+01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00
      9396, 9.085025758E-01,-1.034315332E-02, 1.083639849E+01, 7.863146296E-02, 4.835730957E+01, 1.013358364E+05, 5.919370806E+01, 8.884158991E+00, 8.864998136E+00, 5.831690908E-01
      9397, 9.316755929E-01,-1.033774358E-02, 1.260911582E+01, 9.149471795E-02, 5.557452797E+01, 1.013376091E+05, 6.818364379E+01, 9.524492741E+00, 9.505084658E+00, 6.077187990E-01
      9398, 3.714787062E-03,-1.030442012E-02, 5.142665739E+01, 3.731639539E-01, 8.604363770E+01, 1.013764267E+05, 1.374702951E+02, 1.183544106E+01, 8.170358503E+00,-8.549965765E+00
      9399, 9.415178414E-01,-1.029791931E-02, 1.346777099E+01, 9.772532236E-02, 5.754708555E+01, 1.013384678E+05, 7.101485654E+01, 9.692105214E+00, 9.672769102E+00, 6.119099040E-01
      9400,-1.375186036E-03,-1.026432263E-02, 8.173369955E+01, 5.930789990E-01, 5.626522048E+01, 1.014067337E+05, 1.379989200E+02, 9.558199777E+00, 7.482300903E+00,-5.945625746E+00
      9401, 9.631294601E-01,-1.025852087E-02, 1.570378596E+01, 1.139503743E-01, 6.086519587E+01, 1.013407038E+05, 7.656898182E+01, 9.967629879E+00, 9.948980903E+00, 6.094317022E-01
      9402, 9.167817577E-01,-1.025432087E-02, 1.145481524E+01, 8.311884071E-02, 5.080636928E+01, 1.013364548E+05, 6.226118451E+01, 9.106532836E+00, 9.087260736E+00, 5.921397860E-01
      9403, 9.244927102E-01,-1.025219447E-02, 1.204084388E+01, 8.737120278E-02, 5.320354667E+01, 1.013370408E+05, 6.524439055E+01, 9.319019267E+00, 9.299638717E+00, 6.006961424E-01
      9404, 8.797491429E-01,-1.025185199E-02, 8.733110961E+00, 6.336951264E-02, 2.547082698E+01, 1.013337331E+05, 3.420393794E+01, 6.436170888E+00, 6.421311205E+00, 4.371014848E-01
      9405,-1.652797489E-02,-1.023296308E-02, 8.395056604E+01, 6.091651050E-01, 5.467404035E+01, 1.014089506E+05, 1.386246064E+02, 9.443801116E+00, 9.221916222E+00,-2.016067196E+00
      9406,-8.983281166E-03,-1.022357138E-02, 9.010650871E+01, 6.538340768E-01, 4.842554968E+01, 1.014151065E+05, 1.385320584E+02, 8.879017761E+00, 8.222079430E+00,-3.332721280E+00
      9407, 9.757132063E-01,-1.021412911E-02, 1.727607316E+01, 1.253592610E-01, 6.202225231E+01, 1.013422761E+05, 7.929832547E+01, 1.006188550E+01, 1.004431365E+01, 5.943690235E-01
      9408, 9.041223827E-01,-1.021140243E-02, 1.051310475E+01, 7.628556732E-02, 4.542766275E+01, 1.013355131E+05, 5.594076749E+01, 8.610572221E+00, 8.591722200E+00, 5.694394585E-01
      9409, 9.530926717E-01,-1.019477688E-02, 1.458933001E+01, 1.058636191E-01, 5.917395619E+01, 1.013395893E+05, 7.376328619E+01, 9.828171133E+00, 9.809054586E+00, 6.126858809E-01
      9410, 1.799572890E+00,-1.018251596E-02, 2.224218514E+00, 1.613945407E-02, 1.242774824E+02, 1.013272242E+05, 1.265017009E+02, 1.424435227E+01, 1.424323956E+01,-1.779046986E-01
      9411, 1.010231818E+00,-1.017890573E-02, 2.433470261E+01, 1.765783409E-01, 6.011075568E+01, 1.013493347E+05, 8.444545829E+01, 9.887162285E+00, 9.883002841E+00, 2.848958346E-01
      9412, 8.743196802E-01,-1.016119411E-02, 8.351357412E+00, 6.059941887E-02, 8.141653678E+00, 1.013333514E+05, 1.649301109E+01, 3.385263893E+00, 3.377392310E+00, 2.307223423E-01
      9413, 8.849746554E-01,-1.015979211E-02, 9.110575714E+00, 6.610848590E-02, 3.088588168E+01, 1.013341106E+05, 3.999645739E+01, 7.095175215E+00, 7.078891306E+00, 4.804254114E-01
      9414, 3.925817771E-03,-1.014200657E-02, 4.987164974E+01, 3.618804517E-01, 8.736668720E+01, 1.013748716E+05, 1.372383369E+02, 1.192685841E+01, 8.138528668E+00,-8.703789240E+00
      9415, 1.002822408E+00,-1.013865454E-02, 2.301818154E+01, 1.670253536E-01, 6.171866989E+01, 1.013480182E+05, 8.473685144E+01, 1.003655975E+01, 1.002387110E+01, 5.037139613E-01
      9416, 8.995856591E-01,-1.013014031E-02, 1.018013364E+01, 7.386945044E-02, 4.233403083E+01, 1.013351801E+05, 5.251416447E+01, 8.311804031E+00, 8.293342199E+00, 5.536779940E-01
      9417,-1.284620671E-02,-1.011635628E-02, 8.780830963E+01, 6.371578023E-01, 5.074882000E+01, 1.014128083E+05, 1.385571296E+02, 9.094338950E+00, 8.724586458E+00,-2.541075885E+00
      9418, 9.350599792E-01,-1.010827109E-02, 1.289359655E+01, 9.355897726E-02, 5.519938984E+01, 1.013378936E+05, 6.809298640E+01, 9.492287181E+00, 9.472999618E+00, 6.048044476E-01
      9419, 8.900181640E-01,-1.010708217E-02, 9.480790206E+00, 6.879484957E-02, 3.524644784E+01, 1.013344808E+05, 4.472723805E+01, 7.582303390E+00, 7.565046548E+00, 5.112675183E-01
      9420, 2.830555013E+00,-1.010635709E-02, 5.717492494E-01, 4.148747388E-03, 1.289051322E+02, 1.013255717E+05, 1.294768815E+02, 1.450714765E+01, 1.450683168E+01,-9.572481730E-02
      9421, 9.654090947E-01,-1.009922422E-02, 1.597467796E+01, 1.159160306E-01, 6.049270965E+01, 1.013409747E+05, 7.646738761E+01, 9.937075187E+00, 9.918574188E+00, 6.060783608E-01
      9422, 8.948863430E-01,-1.009630907E-02, 9.837293483E+00, 7.138172142E-02, 3.898542182E+01, 1.013348373E+05, 4.882271531E+01, 7.975629875E+00, 7.957675996E+00, 5.348487473E-01
      9423, 9.445567497E-01,-1.009013668E-02, 1.375016570E+01, 9.977444495E-02, 5.716774178E+01, 1.013387502E+05, 7.091790748E+01, 9.660101912E+00, 9.640819655E+00, 6.100470564E-01
      9424, 9.775504248E-01,-1.008501409E-02, 1.752810380E+01, 1.271880548E-01, 6.167241856E+01, 1.013425281E+05, 7.920052236E+01, 1.003346237E+01, 1.001606032E+01, 5.906563762E-01
      9425, 9.127002076E-01,-1.005823737E-02, 1.114932189E+01, 8.090210898E-02, 4.798381114E+01, 1.013361493E+05, 5.913313303E+01, 8.849778235E+00, 8.830778598E+00, 5.795873506E-01
      9426, 9.557248500E-01,-1.001249740E-02, 1.487162662E+01, 1.079120299E-01, 5.879025744E+01, 1.013398716E+05, 7.366188406E+01, 9.796248394E+00, 9.777253739E+00, 6.097369655E-01
      9427, 8.797325904E-01,-1.001041873E-02, 8.732313387E+00, 6.336372526E-02, 1.800254294E+01, 1.013337323E+05, 2.673485632E+01, 5.383510082E+00, 5.371012533E+00, 3.666127481E-01
      9428, 9.281288615E-01,-1.000597385E-02, 1.232585641E+01, 8.943932086E-02, 5.283762918E+01, 1.013373259E+05, 6.516348559E+01, 9.286912570E+00, 9.267657045E+00, 5.977238510E-01
      9429, 3.217512813E+00,-1.000047045E-02, 3.902855567E-01, 2.832004039E-03, 1.295640968E+02, 1.013253903E+05, 1.299543824E+02, 1.454418120E+01, 1.454396129E+01,-7.996783020E-02
      9430, 4.115847698E-03,-9.992119372E-03, 4.838605095E+01, 3.511005965E-01, 8.659347364E+01, 1.013733861E+05, 1.349795246E+02, 1.187464393E+01, 7.995177925E+00,-8.764493418E+00
      9431, 9.206885444E-01,-9.989811820E-03, 1.175125909E+01, 8.526990725E-02, 5.043969585E+01, 1.013367513E+05, 6.219095495E+01, 9.073607847E+00, 9.054453959E+00, 5.892535733E-01
      9432, 8.743059973E-01,-9.961662711E-03, 8.351195627E+00, 6.059824491E-02, 2.685008022E+00, 1.013333512E+05, 1.103620365E+01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00
      9433, 9.793227785E-01,-9.960421765E-03, 1.777787302E+01, 1.290004392E-01, 6.132806560E+01, 1.013427779E+05, 7.910593862E+01, 1.000540764E+01, 9.988154553E+00, 5.873021789E-01
      9434,-8.269661200E-04,-9.957540006E-03, 8.109318409E+01, 5.884312678E-01, 5.686324286E+01, 1.014060932E+05, 1.379564270E+02, 9.607162100E+00, 7.330629218E+00,-6.207455104E+00
      9435, 9.676081971E-01,-9.945318379E-03, 1.624277291E+01, 1.178613907E-01, 6.012487836E+01, 1.013412428E+05, 7.636765127E+01, 9.906809934E+00, 9.888467281E+00, 6.025599460E-01
      9436, 9.915030400E-01,-9.942239339E-03, 1.969327185E+01, 1.428990248E-01, 6.194971506E+01, 1.013446933E+05, 8.164298692E+01, 1.005465350E+01, 1.003835435E+01, 5.721394834E-01
      9437, 9.084734914E-01,-9.915423240E-03, 1.083630480E+01, 7.863078312E-02, 4.505991297E+01, 1.013358363E+05, 5.589621777E+01, 8.575643327E+00, 8.556963266E+00, 5.657170859E-01
      9438, 8.849564640E-01,-9.894214410E-03, 9.109645510E+00, 6.610173613E-02, 2.518385389E+01, 1.013341096E+05, 3.429349940E+01, 6.399736086E+00, 6.384956557E+00, 4.346853020E-01
      9439, 9.474884359E-01,-9.889016552E-03, 1.402905171E+01, 1.017981076E-01, 5.679299273E+01, 1.013390291E+05, 7.082204444E+01, 9.628380777E+00, 9.609171075E+00, 6.078973473E-01
      9440, 9.383250454E-01,-9.886382150E-03, 1.317977766E+01, 9.563557486E-02, 5.482347982E+01, 1.013381798E+05, 6.800325749E+01, 9.459905432E+00, 9.440708512E+00, 6.023516885E-01
      9441,-1.111154131E-01,-9.865272171E-03, 3.113977282E+01, 2.259575352E-01, 1.068826839E+02, 1.013561398E+05, 1.380224567E+02, 1.320934698E+01, 1.320695323E+01, 2.195851575E-01
      9442, 4.286492681E-03,-9.853265816E-03, 4.712416905E+01, 3.419440838E-01, 7.338973550E+01, 1.013721242E+05, 1.205139046E+02, 1.086207786E+01, 7.301937640E+00,-8.025281065E+00
      9443, 9.810325888E-01,-9.840206715E-03, 1.802050754E+01, 1.307610525E-01, 6.099304786E+01, 1.013430205E+05, 7.901355540E+01, 9.978038079E+00, 9.960935288E+00, 5.839340305E-01
      9444, 9.582640689E-01,-9.836182028E-03, 1.515294145E+01, 1.099533166E-01, 5.840903584E+01, 1.013401529E+05, 7.356197728E+01, 9.764428350E+00, 9.745552691E+00, 6.068362911E-01
      9445, 9.040959081E-01,-9.822559240E-03, 1.051300223E+01, 7.628482345E-02, 4.197340533E+01, 1.013355130E+05, 5.248640756E+01, 8.276318617E+00, 8.258035596E+00, 5.498145558E-01
      9446, 9.944264045E-01,-9.820164402E-03, 2.032301380E+01, 1.474685809E-01, 6.143021694E+01, 1.013453230E+05, 8.175323074E+01, 1.001330846E+01, 9.996976643E+00, 5.715664282E-01
      9447, 8.899981810E-01,-9.814944800E-03, 9.479963955E+00, 6.878885409E-02, 3.056538428E+01, 1.013344800E+05, 4.004534824E+01, 7.058236631E+00, 7.042061451E+00, 4.775710830E-01
      9448, 9.697296123E-01,-9.796660272E-03, 1.650818142E+01, 1.197872575E-01, 5.976195708E+01, 1.013415082E+05, 7.627013850E+01, 9.876857863E+00, 9.858679481E+00, 5.989488204E-01
      9449, 8.797175358E-01,-9.790934432E-03, 8.731808442E+00, 6.336006125E-02, 8.032423855E+00, 1.013337318E+05, 1.676423230E+01, 3.361422125E+00, 3.353595114E+00, 2.292564318E-01
      9450, 9.167498113E-01,-9.783814629E-03, 1.145423586E+01, 8.311463666E-02, 4.762199388E+01, 1.013364542E+05, 5.907622974E+01, 8.816345203E+00, 8.797479600E+00, 5.764485514E-01
      9451,-4.507686264E-02,-9.783229197E-03, 5.794533631E+01, 4.204650254E-01, 8.048743592E+01, 1.013829453E+05, 1.384327722E+02, 1.146091398E+01, 1.145356165E+01,-3.437685662E-01
      9452, 8.995615564E-01,-9.776648873E-03, 1.017993793E+01, 7.386803035E-02, 3.863588953E+01, 1.013351799E+05, 4.881582746E+01, 7.939785621E+00, 7.922004295E+00, 5.310762225E-01
      9453, 8.948643966E-01,-9.774955590E-03, 9.836763670E+00, 7.137787697E-02, 3.490926322E+01, 1.013348368E+05, 4.474602689E+01, 7.545933166E+00, 7.528818820E+00, 5.079304744E-01
      9454, 9.316368497E-01,-9.768436993E-03, 1.260910825E+01, 9.149466303E-02, 5.247573852E+01, 1.013376091E+05, 6.508484677E+01, 9.255049322E+00, 9.235916978E+00, 5.947866089E-01
      9455,-7.852722083E-03,-9.756478096E-03, 9.170772966E+01, 6.654529136E-01, 4.658093343E+01, 1.014167077E+05, 1.382886631E+02, 8.706276333E+00, 7.943349889E+00,-3.549939057E+00
      9456, 1.006030977E+00,-9.744410931E-03, 2.403625463E+01, 1.744127320E-01, 5.986558722E+01, 1.013490363E+05, 8.390184185E+01, 9.884681535E+00, 9.876420800E+00, 3.967475409E-01
      9457, 9.244575616E-01,-9.734638109E-03, 1.204040764E+01, 8.736803731E-02, 5.008204136E+01, 1.013370404E+05, 6.212244900E+01, 9.041376584E+00, 9.022338516E+00, 5.864256233E-01
      9458, 9.826821106E-01,-9.724223917E-03, 1.825707137E+01, 1.324776154E-01, 6.066677026E+01, 1.013432571E+05, 7.892384164E+01, 9.951307457E+00, 9.934343894E+00, 5.807697567E-01
      9459, 4.439141129E-03,-9.723987502E-03, 4.620679359E+01, 3.352873911E-01, 4.454837542E+01, 1.013712068E+05, 9.075516901E+01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00
      9460, 9.960601321E-01,-9.705126120E-03, 2.076490375E+01, 1.506750386E-01, 6.090543254E+01, 1.013457649E+05, 8.167033629E+01, 9.970980929E+00, 9.954615646E+00, 5.709335883E-01
      9461, 9.503166553E-01,-9.694353399E-03, 1.430852102E+01, 1.038260029E-01, 5.641859961E+01, 1.013393085E+05, 7.072712063E+01, 9.596584842E+00, 9.577470281E+00, 6.053878333E-01
      9462, 2.496662471E+00,-9.690521675E-03, 8.515238615E-01, 6.178857952E-03, 1.281539729E+02, 1.013258515E+05, 1.290054968E+02, 1.446481745E+01, 1.446436419E+01,-1.144973939E-01
      9463,-3.291767078E-04,-9.677594581E-03, 8.026722974E+01, 5.824379483E-01, 5.765619803E+01, 1.014052672E+05, 1.379234278E+02, 9.672492053E+00, 7.191695769E+00,-6.465462088E+00
      9464, 9.414749656E-01,-9.671699720E-03, 1.346537526E+01, 9.770793841E-02, 5.444961952E+01, 1.013384654E+05, 6.791499478E+01, 9.427589755E+00, 9.408451558E+00, 6.004011320E-01
      9465, 9.607136085E-01,-9.665684230E-03, 1.543167395E+01, 1.119758654E-01, 5.803223028E+01, 1.013404317E+05, 7.346390423E+01, 9.732874438E+00, 9.714117387E+00, 6.039487631E-01
      9466, 9.717760863E-01,-9.653105918E-03, 1.677036988E+01, 1.216897588E-01, 5.940408519E+01, 1.013417704E+05, 7.617445507E+01, 9.847233241E+00, 9.829223986E+00, 5.952618068E-01
      9467, 8.849399195E-01,-9.652780603E-03, 9.108919534E+00, 6.609646828E-02, 1.777824408E+01, 1.013341089E+05, 2.688716362E+01, 5.349614610E+00, 5.337190167E+00, 3.643862286E-01
      9468, 9.126711512E-01,-9.630505387E-03, 1.114902070E+01, 8.089992346E-02, 4.470511273E+01, 1.013361490E+05, 5.585413343E+01, 8.541809001E+00, 8.523285013E+00, 5.622378801E-01
      9469, 9.842740857E-01,-9.612290457E-03, 1.849234386E+01, 1.341848080E-01, 6.035280209E+01, 1.013434923E+05, 7.884514595E+01, 9.925509432E+00, 9.908664189E+00, 5.779912750E-01
      9470, 8.797038435E-01,-9.591403679E-03, 8.731637076E+00, 6.335881778E-02, 2.638677291E+00, 1.013337316E+05, 1.137031437E+01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00
      9471, 9.978327423E-01,-9.577267825E-03, 2.133024939E+01, 1.547773198E-01, 6.023950761E+01, 1.013463302E+05, 8.156975700E+01, 9.916041877E+00, 9.899679905E+00, 5.692322212E-01
      9472, 8.899800092E-01,-9.549365759E-03, 9.479232747E+00, 6.878354828E-02, 2.490821056E+01, 1.013344792E+05, 3.438744331E+01, 6.364552403E+00, 6.349875731E+00, 4.319780161E-01
      9473, 9.350211719E-01,-9.538968881E-03, 1.289290111E+01, 9.355393093E-02, 5.211391527E+01, 1.013378929E+05, 6.500681637E+01, 9.223081746E+00, 9.204057216E+00, 5.920836197E-01
      9474, 9.084470521E-01,-9.526577639E-03, 1.083603379E+01, 7.862881658E-02, 4.162651755E+01, 1.013358360E+05, 5.246255134E+01, 8.242041503E+00, 8.223923426E+00, 5.461956956E-01
      9475, 9.206566035E-01,-9.519305202E-03, 1.175047027E+01, 8.526418339E-02, 4.727167189E+01, 1.013367505E+05, 5.902214216E+01, 8.783852832E+00, 8.765101580E+00, 5.736395856E-01
      9476, 9.737502699E-01,-9.514510590E-03, 1.702956679E+01, 1.235705527E-01, 5.905120563E+01, 1.013420296E+05, 7.608077242E+01, 9.817934578E+00, 9.800092350E+00, 5.916139697E-01
      9477, 9.530450368E-01,-9.505967779E-03, 1.459002115E+01, 1.058686342E-01, 5.604329045E+01, 1.013395900E+05, 7.063331160E+01, 9.564605220E+00, 9.545596142E+00, 6.027083236E-01
      9478, 9.858117086E-01,-9.504188604E-03, 1.872572202E+01, 1.358782551E-01, 6.003704671E+01, 1.013437257E+05, 7.876276874E+01, 9.899632544E+00, 9.882875861E+00, 5.757305807E-01
      9479, 9.630766286E-01,-9.500860939E-03, 1.570685531E+01, 1.139726463E-01, 5.766077349E+01, 1.013407069E+05, 7.336762880E+01, 9.701667615E+00, 9.683035686E+00, 6.009655225E-01
      9480, 9.280936877E-01,-9.488419198E-03, 1.232549827E+01, 8.943672216E-02, 4.973025332E+01, 1.013373255E+05, 6.205575159E+01, 9.009561214E+00, 8.990640497E+00, 5.835866286E-01
      9481, 8.948444416E-01,-9.482816314E-03, 9.836224447E+00, 7.137396424E-02, 3.026292350E+01, 1.013348362E+05, 4.009914795E+01, 7.023203769E+00, 7.007165253E+00, 4.743684249E-01
      9482, 9.040718400E-01,-9.469065444E-03, 1.051274806E+01, 7.628297910E-02, 3.829923147E+01, 1.013355127E+05, 4.881197953E+01, 7.905108925E+00, 7.887500055E+00, 5.273409359E-01
      9483, 9.445137689E-01,-9.463924295E-03, 1.374781033E+01, 9.975735389E-02, 5.408047470E+01, 1.013387478E+05, 6.782828503E+01, 9.395571859E+00, 9.376481171E+00, 5.986357562E-01
      9484, 8.995396429E-01,-9.455293145E-03, 1.017962755E+01, 7.386577815E-02, 3.458795404E+01, 1.013351796E+05, 4.476758159E+01, 7.511112749E+00, 7.494163985E+00, 5.043010387E-01
      9485, 8.849248713E-01,-9.433295865E-03, 9.108456649E+00, 6.609310947E-02, 7.912904576E+00, 1.013341085E+05, 1.702136123E+01, 3.334914706E+00, 3.327145899E+00, 2.275000258E-01
      9486, 1.227184259E-04,-9.421986452E-03, 7.927784399E+01, 5.752587319E-01, 5.861446942E+01, 1.014042778E+05, 1.378923134E+02, 9.751416486E+00, 7.064774772E+00,-6.718063340E+00
      9487, 9.998537146E-01,-9.417077980E-03, 2.207448751E+01, 1.601776872E-01, 5.930098159E+01, 1.013470745E+05, 8.137546910E+01, 9.838435573E+00, 9.822578000E+00, 5.580502418E-01
      9488, 9.872995147E-01,-9.399603898E-03, 1.896106278E+01, 1.375859431E-01, 5.971863958E+01, 1.013439611E+05, 7.867970236E+01, 9.873095684E+00, 9.856405483E+00, 5.738124302E-01
      9489, 9.756547207E-01,-9.380729129E-03, 1.728521388E+01, 1.254255883E-01, 5.870403452E+01, 1.013422852E+05, 7.598924840E+01, 9.789024496E+00, 9.771346122E+00, 5.880241293E-01
      9490, 9.167207725E-01,-9.356081449E-03, 1.145351422E+01, 8.310940026E-02, 4.436168554E+01, 1.013364535E+05, 5.581519976E+01, 8.508931408E+00, 8.490537360E+00, 5.591842679E-01
      9491, 9.653561809E-01,-9.341570027E-03, 1.597871209E+01, 1.159453031E-01, 5.729445192E+01, 1.013409787E+05, 7.327316401E+01, 9.670793373E+00, 9.652296945E+00, 5.978231171E-01
      9492,-6.825193728E-03,-9.331254130E-03, 9.316936561E+01, 6.760588888E-01, 4.502045573E+01, 1.014181694E+05, 1.381898213E+02, 8.556456927E+00, 7.676108735E+00,-3.767291570E+00
      9493, 9.556771034E-01,-9.323696028E-03, 1.487223311E+01, 1.079164308E-01, 5.566835038E+01, 1.013398722E+05, 7.054058349E+01, 9.532550017E+00, 9.513648097E+00, 5.999991996E-01
      9494, 9.382861595E-01,-9.317085307E-03, 1.317799486E+01, 9.562263841E-02, 5.175119242E+01, 1.013381780E+05, 6.492918728E+01, 9.190923011E+00, 9.171977822E+00, 5.898166659E-01
      9495, 8.899634830E-01,-9.307930697E-03, 9.478667241E+00, 6.877944483E-02, 1.756597508E+01, 1.013344787E+05, 2.704464232E+01, 5.317371863E+00, 5.305040764E+00, 3.619194772E-01
      9496, 9.887442830E-01,-9.298062360E-03, 1.919510077E+01, 1.392841779E-01, 5.940894992E+01, 1.013441951E+05, 7.860405069E+01, 9.847213617E+00, 9.830607652E+00, 5.715858883E-01
      9497, 9.244256129E-01,-9.264132018E-03, 1.203969012E+01, 8.736283082E-02, 4.692959026E+01, 1.013370397E+05, 5.896928038E+01, 8.752007769E+00, 8.733366770E+00, 5.709135368E-01
      9498, 9.474453465E-01,-9.262811622E-03, 1.402762432E+01, 1.017877502E-01, 5.371476940E+01, 1.013390276E+05, 6.774239372E+01, 9.363743441E+00, 9.344714608E+00, 5.966515497E-01
      9499, 9.774919073E-01,-9.251616344E-03, 1.753722586E+01, 1.272542466E-01, 5.836217247E+01, 1.013425372E+05, 7.589939833E+01, 9.760473464E+00, 9.742954470E+00, 5.845132356E-01
      9500, 9.316016333E-01,-9.250885243E-03, 1.260854747E+01, 9.149059387E-02, 4.938236848E+01, 1.013376085E+05, 6.199091595E+01, 8.977987632E+00, 8.959179974E+00, 5.808205932E-01
      9501, 9.126447387E-01,-9.241657966E-03, 1.114856387E+01, 8.089660860E-02, 4.129228540E+01, 1.013361486E+05, 5.244084927E+01, 8.208879652E+00, 8.190912337E+00, 5.428245721E-01
      9502, 8.849111823E-01,-9.233764884E-03, 9.108297612E+00, 6.609195546E-02, 2.592241051E+00, 1.013341083E+05, 1.170053866E+01, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00
      9503, 1.009119835E+00,-9.230878616E-03, 2.469258237E+01, 1.791752009E-01, 5.587766622E+01, 1.013496926E+05, 8.057024859E+01, 9.533506531E+00, 9.527802618E+00, 3.274677207E-01
      9504, 8.948262966E-01,-9.217235438E-03, 9.835723098E+00, 7.137032633E-02, 2.465070970E+01, 1.013348357E+05, 3.448643280E+01, 6.331519073E+00, 6.316970669E+00, 4.289693442E-01
      9505, 9.901380704E-01,-9.200122931E-03, 1.943649791E+01, 1.410358125E-01, 5.908346317E+01, 1.013444365E+05, 7.851996108E+01, 9.820171256E+00, 9.803531669E+00, 5.713596556E-01
      9506, 5.328364824E-04,-9.188432129E-03, 7.814767299E+01, 5.670579446E-01, 5.970890911E+01, 1.014031477E+05, 1.378565821E+02, 9.841211518E+00, 6.949268808E+00,-6.963701155E+00
      9507, 9.675552120E-01,-9.187669173E-03, 1.624761895E+01, 1.178965547E-01, 5.693285222E+01, 1.013412476E+05, 7.318047117E+01, 9.640220090E+00, 9.621868792E+00, 5.945315440E-01
      9508, 1.002261426E+00,-9.186798714E-03, 2.304608436E+01, 1.672278230E-01, 5.795913856E+01, 1.013480461E+05, 8.100522291E+01, 9.726349707E+00, 9.712024739E+00, 5.269205812E-01
      9509, 3.923923250E+00,-9.184630373E-03, 2.231753767E-01, 1.619413164E-03, 1.303697255E+02, 1.013252232E+05, 1.305929008E+02, 1.458932566E+01, 1.458920198E+01,-6.006106664E-02
      9510, 9.084230175E-01,-9.173081566E-03, 1.083564271E+01, 7.862597885E-02, 3.797596014E+01, 1.013358356E+05, 4.881160285E+01, 7.871668179E+00, 7.854218633E+00, 5.238397510E-01
      9511, 1.021336697E+00,-9.165874139E-03, 2.291051529E+01, 1.662441018E-01, 5.907092430E+01, 1.013479105E+05, 8.198143959E+01, 9.772888528E+00, 9.772215313E+00, 1.101405792E-01
